(written by ASE)

32 atoms
3 atom types

0.0      7.2199999999999998  xlo xhi
0.0      7.2199999999999998  ylo yhi
0.0      7.2199999999999998  zlo zhi

Atoms # atomic

     1   2                       0                       0                       0
     2   2                       0      1.8049999999999999      1.8049999999999999
     3   2      1.8049999999999999                       0      1.8049999999999999
     4   2      1.8049999999999999      1.8049999999999999                       0
     5   2                       0                       0      3.6099999999999999
     6   2                       0      1.8049999999999999                   5.415
     7   2      1.8049999999999999                       0                   5.415
     8   2      1.8049999999999999      1.8049999999999999      3.6099999999999999
     9   2                       0      3.6099999999999999                       0
    10   2                       0                   5.415      1.8049999999999999
    11   2      1.8049999999999999      3.6099999999999999      1.8049999999999999
    12   2      1.8049999999999999                   5.415                       0
    13   2                       0      3.6099999999999999      3.6099999999999999
    14   2                       0                   5.415                   5.415
    15   2      1.8049999999999999      3.6099999999999999                   5.415
    16   2      1.8049999999999999                   5.415      3.6099999999999999
    17   3      3.6099999999999999                       0                       0
    18   3      3.6099999999999999      1.8049999999999999      1.8049999999999999
    19   3                   5.415                       0      1.8049999999999999
    20   3                   5.415      1.8049999999999999                       0
    21   3      3.6099999999999999                       0      3.6099999999999999
    22   3      3.6099999999999999      1.8049999999999999                   5.415
    23   3                   5.415                       0                   5.415
    24   3                   5.415      1.8049999999999999      3.6099999999999999
    25   3      3.6099999999999999      3.6099999999999999                       0
    26   3      3.6099999999999999                   5.415      1.8049999999999999
    27   3                   5.415      3.6099999999999999      1.8049999999999999
    28   3                   5.415                   5.415                       0
    29   3      3.6099999999999999      3.6099999999999999      3.6099999999999999
    30   3      3.6099999999999999                   5.415                   5.415
    31   3                   5.415      3.6099999999999999                   5.415
    32   3                   5.415                   5.415      3.6099999999999999
